sl,PubChem_CID,drugbank_id,name,inchikey,inchi,description,smiles,logP,DIRIL_Rank,2023 ATC Search Name,2023 DDD,2023 Unit
277,152946,DB00218,Moxifloxacin,FABPRXSRWADJSP-MEDUHNTESA-N,"InChI=1S/C21H24FN3O4/c1-29-20-17-13(19(26)14(21(27)28)9-25(17)12-4-5-12)7-15(22)18(20)24-8-11-3-2-6-23-16(11)10-24/h7,9,11-12,16,23H,2-6,8,10H2,1H3,(H,27,28)/t11-,16+/m0/s1",Moxifloxacin is a synthetic fluoroquinolone antibiotic agent. Bayer AG developed the drug (initially called BAY 12-8039) and it is marketed worldwide (as the hydrochloride) under the brand name Avelox (in some countries also Avalox) for oral treatment.,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O,2.9,Nephrotoxic,Moxifloxacin,0.4,g
278,54687,DB00175,Pravastatin,TUZYXOIXSAXUGO-PZAWKZKUSA-N,"InChI=1S/C23H36O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,13-14,16-20,22,24-26H,4,7-8,10-12H2,1-3H3,(H,27,28)/t13-,14-,16+,17+,18+,19-,20-,22-/m0/s1","Pravastatin is the 6-alpha-hydroxy acid form of [mevastatin].[T303] Pravastatin was firstly approved in 1991 becoming the second available statin in the United States. It was the first statin administered as the active form and not as a prodrug.[T274] This drug was developed by Sankyo Co. Ltd.; however, the first approved pravastatin product was developed by Bristol Myers Squibb and FDA approved in 1991.[L6142]

Pravastatin is made through a fermentation process in which [mevastatin] is first obtained. The manufacturing process is followed by the hydrolysis of the lactone group and the biological hydroxylation with _Streptomyces carbophilus_ to introduce the allylic 6-alcohol group.[T239]",[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC(O)=O)OC(=O)[C@@H](C)CC,0.59,Nephrotoxic,Pravastatin,30,mg
279,5487,DB00697,Tizanidine,XFYDIVBRZNQMJC-UHFFFAOYSA-N,"InChI=1S/C9H8ClN5S/c10-5-1-2-6-8(15-16-14-6)7(5)13-9-11-3-4-12-9/h1-2H,3-4H2,(H2,11,12,13)","Tizanidine is a fast-acting drug used for the management of muscle spasm, which may result from the effects of multiple sclerosis, stroke, an acquired brain injury, or a spinal cord injury [T574].  It may also be caused by musculoskeletal injury [A177583].  Regardless of the cause, muscle spasticity can be an extremely painful and debilitating condition. 

Initially approved by the FDA in 1996, tizanidine is an Alpha-2 adrenergic receptor agonist reducing spasticity by the presynaptic inhibition of excitatory neurotransmitters that cause firing of neurons promoting muscle spasm [FDA label].",ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,1.72,Nephrotoxic,Tizanidine,12,mg
280,3308,DB00749,Etodolac,NNYBQONXHNTVIJ-UHFFFAOYSA-N,"InChI=1S/C17H21NO3/c1-3-11-6-5-7-12-13-8-9-21-17(4-2,10-14(19)20)16(13)18-15(11)12/h5-7,18H,3-4,8-10H2,1-2H3,(H,19,20)","Etodolac is a non-steroidal anti-inflammatory drug (NSAID) with anti-inflammatory, analgesic and antipyretic properties. Its therapeutic effects are due to its ability to inhibit prostaglandin synthesis. It is indicated for relief of signs and symptoms of rheumatoid arthritis and osteoarthritis.",CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1,2.5,Nephrotoxic,Etodolac,0.4,g
281,3157,DB00590,Doxazosin,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,"InChI=1S/C23H25N5O5/c1-30-18-11-14-15(12-19(18)31-2)25-23(26-21(14)24)28-9-7-27(8-10-28)22(29)20-13-32-16-5-3-4-6-17(16)33-20/h3-6,11-12,20H,7-10,13H2,1-2H3,(H2,24,25,26)","Doxazosin is an alpha-1 antagonist used for the treatment of benign prostatic hypertrophy (BPH) symptoms and hypertension. Other members of this drug class include [Prazosin], [Terazosin], [Tamsulosin], and [Alfuzosin].[A180661]  Because of its long-lasting effects, doxazosin can be administered once a day.[A180649] It is marketed by Pfizer and was initially approved by the FDA in 1990.[L7285]",COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1,2.1,Non-Nephrotoxic,Doxazosin,4,mg
282,60871,DB00718,Adefovir dipivoxil,WOZSCQDILHKSGG-UHFFFAOYSA-N,"InChI=1S/C20H32N5O8P/c1-19(2,3)17(26)30-11-32-34(28,33-12-31-18(27)20(4,5)6)13-29-8-7-25-10-24-14-15(21)22-9-23-16(14)25/h9-10H,7-8,11-13H2,1-6H3,(H2,21,22,23)","Adefovir dipivoxil, previously called bis-POM PMEA, with trade names Preveon and Hepsera, is an orally-administered acyclic nucleotide analog reverse transcriptase inhibitor (ntRTI) used for treatment of hepatitis B. It is ineffective against HIV-1. Adefovir dipivoxil is the diester prodrug of adefovir.",CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N)N=CN=C12)OCOC(=O)C(C)(C)C,1.91,Nephrotoxic,Adefovir dipivoxil,10,mg
283,44462760,DB08912,Dabrafenib,BFSMGDJOXZAERB-UHFFFAOYSA-N,"InChI=1S/C23H20F3N5O2S2/c1-23(2,3)21-30-18(19(34-21)16-10-11-28-22(27)29-16)12-6-4-9-15(17(12)26)31-35(32,33)20-13(24)7-5-8-14(20)25/h4-11,31H,1-3H3,(H2,27,28,29)","Dabrafenib mesylate (Tafinlar) is a reversible ATP-competitive kinase inhibitor and targets the MAPK pathway. It was approved on May 29, 2013, for the treatment of melanoma with V600E or V6000K mutation [L41955]. It was also used for metastatic non-small cell lung cancer with the same mutation.[L41955]

In May 2018, Tafinlar (dabrafenib) and Mekinist ([DB08911]) in combination have been approved to treat anaplastic thyroid cancer caused by an abnormal BRAF V600E gene [L41955].",CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1,2.9,Nephrotoxic,Dabrafenib,0.3,g
284,6442177,DB01590,Everolimus,HKVAMNSJSFKALM-GKUWKFKPSA-N,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11+,16-12+,33-17+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1","Everolimus is a derivative of Rapamycin (sirolimus), and works similarly to Rapamycin as an mTOR (mammalian target of rapamycin) inhibitor. It is currently used as an immunosuppressant to prevent rejection of organ transplants. In a similar fashion to other mTOR inhibitors Everolimus' effect is solely on the mTORC1 protein and not on the mTORC2 protein.",[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC,,Nephrotoxic,Everolimus,10,mg
285,445643,DB00864,Tacrolimus,QJJXYPPXXYFBGM-LFZNUXCKSA-N,"InChI=1S/C44H69NO12/c1-10-13-31-19-25(2)18-26(3)20-37(54-8)40-38(55-9)22-28(5)44(52,57-40)41(49)42(50)45-17-12-11-14-32(45)43(51)56-39(29(6)34(47)24-35(31)48)27(4)21-30-15-16-33(46)36(23-30)53-7/h10,19,21,26,28-34,36-40,46-47,52H,1,11-18,20,22-24H2,2-9H3/b25-19+,27-21+/t26-,28+,29+,30-,31+,32-,33+,34-,36+,37-,38-,39+,40+,44+/m0/s1","Tacrolimus (also FK-506 or Fujimycin) is an immunosuppressive drug whose main use is after organ transplant to reduce the activity of the patient's immune system and so the risk of organ rejection. It is also used in a topical preparation in the treatment of severe atopic dermatitis, severe refractory uveitis after bone marrow transplants, and the skin condition vitiligo. It was discovered in 1984 from the fermentation broth of a Japanese soil sample that contained the bacteria Streptomyces tsukubaensis. Tacrolimus is chemically known as a macrolide. It reduces peptidyl-prolyl isomerase activity by binding to the immunophilin FKBP-12 (FK506 binding protein) creating a new complex. This FKBP12-FK506 complex inhibits calcineurin which inhibits T-lymphocyte signal transduction and IL-2 transcription.",CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC,3.3,Nephrotoxic,Tacrolimus,5,mg
286,11707110,DB08911,Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,"InChI=1S/C26H23FIN5O4/c1-13-22-21(23(31(3)24(13)35)30-20-10-7-15(28)11-19(20)27)25(36)33(17-8-9-17)26(37)32(22)18-6-4-5-16(12-18)29-14(2)34/h4-7,10-12,17,30H,8-9H2,1-3H3,(H,29,34)","Trametinib dimethyl sulfoxide is a kinase inhibitor. Each 1-mg tablet contains 1.127 mg trametinib dimethyl sulfoxide equivalent to 1 mg of trametinib non-solvated parent. FDA approved on May 29, 2013 [L2727].

The U.S. Food and Drug Administration approved [DB08912](Tafilnar) and Mekinist (trametinib), administered together, for the treatment of anaplastic thyroid cancer (ATC) that cannot be removed by surgery or has spread to other parts of the body (metastatic), and has a type of abnormal gene, BRAF V600E (BRAF V600E mutation-positive) [L2726].

Thyroid cancer is a disease in which cancer cells form in the tissues of the thyroid. Anaplastic thyroid cancer is a rare, aggressive type of thyroid cancer. The National Institutes of Health (NIH) estimates there will be 53,990 new cases of thyroid cancer and an estimated 2,060 deaths from the disease in the United States in 2018. Anaplastic thyroid cancer accounts for approximately 1 to 2 percent of all thyroid cancers [L2726].",CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC(NC(C)=O)=CC=C1,,Nephrotoxic,Trametinib,2,mg
287,104865,DB00559,Bosentan,GJPICJJJRGTNOD-UHFFFAOYSA-N,"InChI=1S/C27H29N5O6S/c1-27(2,3)18-10-12-19(13-11-18)39(34,35)32-23-22(38-21-9-6-5-8-20(21)36-4)26(37-17-16-33)31-25(30-23)24-28-14-7-15-29-24/h5-15,33H,16-17H2,1-4H3,(H,30,31,32)",Bosentan is a dual endothelin receptor antagonist marketed under the trade name Tracleer by Actelion Pharmaceuticals. Bosentan is used to treat pulmonary hypertension by blocking the action of endothelin molecules that would otherwise promote narrowing of the blood vessels and lead to high blood pressure.,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1,3.7,Non-Nephrotoxic,Bosentan,0.25,g
288,9871419,DB08816,Ticagrelor,OEKWJQXRCDYSHL-FNOIDJSQSA-N,"InChI=1S/C23H28F2N6O4S/c1-2-7-36-23-27-21(26-15-9-12(15)11-3-4-13(24)14(25)8-11)18-22(28-23)31(30-29-18)16-10-17(35-6-5-32)20(34)19(16)33/h3-4,8,12,15-17,19-20,32-34H,2,5-7,9-10H2,1H3,(H,26,27,28)/t12-,15+,16+,17-,19-,20+/m0/s1","Ticagrelor, or AZD6140, was first described in the literature in 2003.[A204170,A2903] Ticagrelor is an ADP derivative developed for its P2Y<sub>12</sub> receptor antagonism.[A2903] Unlike [clopidogrel], ticagrelor is not a prodrug.[A2903] It is marketed by Astra Zeneca as Brilinta in the US[L14201] and Brilique or Possia in the EU,[L14207].

Ticagrelor was granted EMA approval on 3 December 2010.[L14207]
Ticagrelor was granted FDA approval on 20 July 2011.[L14201]",CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1,,Non-Nephrotoxic,Ticagrelor,0.18,g
289,5284373,DB00091,Cyclosporine,PMATZTZNYRCHOR-CGLBZJNRSA-N,"InChI=1S/C62H111N11O12/c1-25-27-28-40(15)52(75)51-56(79)65-43(26-2)58(81)67(18)33-48(74)68(19)44(29-34(3)4)55(78)66-49(38(11)12)61(84)69(20)45(30-35(5)6)54(77)63-41(16)53(76)64-42(17)57(80)70(21)46(31-36(7)8)59(82)71(22)47(32-37(9)10)60(83)72(23)50(39(13)14)62(85)73(51)24/h25,27,34-47,49-52,75H,26,28-33H2,1-24H3,(H,63,77)(H,64,76)(H,65,79)(H,66,78)/b27-25+/t40-,41+,42-,43+,44+,45+,46+,47+,49+,50+,51+,52-/m1/s1","Cyclosporine is a calcineurin inhibitor known for its immunomodulatory properties that prevent organ transplant rejection and treat various inflammatory and autoimmune conditions. It is isolated from the fungus _Beauveria nivea_.[A174049] Initially manufactured by Sandoz and approved for use by the FDA in 1983, cyclosporine is now available in various products by Novartis (previously known as Sandoz).[L11097,L3734,L11118]",CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,1.4,Nephrotoxic,Ciclosporin,0.25,g
290,148195,DB06448,Lonafarnib,DHMTURDWPRKSOA-RUZDIDTESA-N,"InChI=1S/C27H31Br2ClN4O2/c28-20-12-19-2-1-18-13-21(30)14-22(29)24(18)25(26(19)32-15-20)17-5-9-33(10-6-17)23(35)11-16-3-7-34(8-4-16)27(31)36/h12-17,25H,1-11H2,(H2,31,36)/t25-/m1/s1","Hutchinson-Gilford progeria syndrome (HGPS) is a rare autosomal dominant disorder estimated to affect approximately one in 20 million individuals resulting in adverse symptoms associated with premature ageing: skeletal dysplasia, joint contractures, atherosclerosis, myocardial fibrosis/dysfunction, scleroderma-like cutaneous effects, lipoatrophy, alopecia, and a severe failure to thrive; HGPS is uniformly fatal.[A224379, A224384, A224389, A224394, A224399] Mechanistically, HGPS is underpinned by a single heterozygous C-to-T mutation at position 1824 of the _LMNA_ gene, which results in the accumulation of an aberrant farnesylated form of lamin A called progerin in the inner nuclear membrane.[A224379, A224394] Lonafarnib is a farnesyl transferase (FTase) inhibitor (FTI), which reduces the farnesylation of numerous cellular proteins, including progerin; as progerin farnesylation is important for localization to the nuclear membrane, lonafarnib inhibits progerin accumulation and improves symptoms in HGPS patients.[A224379, A224414, A224419, L23414]

Merck originally developed Lonafarnib and subsequently licensed it to Eiger Biopharmaceuticals Inc., which currently markets it under the trademark ZOKINVY™.[L23414, L23544] Lonafarnib was granted FDA approval on November 20, 2020, and is the first FDA-approved treatment for HGPS and other related progeroid laminopathies.[L23414, L23549]",NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2C3=C(CCC4=C2C(Br)=CC(Cl)=C4)C=C(Br)C=N3)CC1,,Nephrotoxic,Lonafarnib,See Dosage Label Dosage Notes,See Dosage Label Dosage Notes
291,14969,DB00512,Vancomycin,MYPYJXKWCTUITO-LYRMYLQWSA-N,"InChI=1S/C66H75Cl2N9O24/c1-23(2)12-34(71-5)58(88)76-49-51(83)26-7-10-38(32(67)14-26)97-40-16-28-17-41(55(40)101-65-56(54(86)53(85)42(22-78)99-65)100-44-21-66(4,70)57(87)24(3)96-44)98-39-11-8-27(15-33(39)68)52(84)50-63(93)75-48(64(94)95)31-18-29(79)19-37(81)45(31)30-13-25(6-9-36(30)80)46(60(90)77-50)74-61(91)47(28)73-59(89)35(20-43(69)82)72-62(49)92/h6-11,13-19,23-24,34-35,42,44,46-54,56-57,65,71,78-81,83-87H,12,20-22,70H2,1-5H3,(H2,69,82)(H,72,92)(H,73,89)(H,74,91)(H,75,93)(H,76,88)(H,77,90)(H,94,95)/t24-,34+,35-,42+,44-,46+,47+,48-,49+,50-,51+,52+,53+,54-,56+,57+,65-,66-/m0/s1","Antibacterial obtained from Streptomyces orientalis. It is a glycopeptide related to ristocetin that inhibits bacterial cell wall assembly and is toxic to kidneys and the inner ear.

As of January 29 2018, CutisPharma's Firvanq is the only FDA approved vancomycin oral liquid treatment option available for the the treatment of _Clostridium difficile_ associated diarrhea and enterocolitis caused by _Staphylococcus aureus_, including methicillin-resistant strains [LP1196]. Such an oral liquid formulation is expected to make _Clostridium difficile_ associated diarrhea therapy more accessible in comparison to previously available specialty compounding products [LP1196].",CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2,-3.1,Nephrotoxic,Vancomycin,2,g
292,5284616,DB00877,Sirolimus,QFJCIRLUMZQUOT-HPLJOQBZSA-N,"InChI=1S/C51H79NO13/c1-30-16-12-11-13-17-31(2)42(61-8)28-38-21-19-36(7)51(60,65-38)48(57)49(58)52-23-15-14-18-39(52)50(59)64-43(33(4)26-37-20-22-40(53)44(27-37)62-9)29-41(54)32(3)25-35(6)46(56)47(63-10)45(55)34(5)24-30/h11-13,16-17,25,30,32-34,36-40,42-44,46-47,53,56,60H,14-15,18-24,26-29H2,1-10H3/b13-11+,16-12+,31-17+,35-25+/t30-,32-,33-,34-,36-,37+,38+,39+,40-,42+,43+,44-,46-,47+,51-/m1/s1","Sirolimus, also known as rapamycin, is a macrocyclic lactone antibiotic produced by bacteria _Streptomyces hygroscopicus_, which was isolated from the soil of the Vai Atari region of Rapa Nui (Easter Island).[A242412] It was first isolated and identified as an antifungal agent with potent anticandida activity; however, after its potent antitumor and immunosuppressive activities were later discovered, it was extensively investigated as an immunosuppressive and antitumour agent.[A13448] Its primary mechanism of action is the inhibition of the mammalian target of rapamycin (mTOR), which is a serine/threonine-specific protein kinase that regulates cell growth, proliferation, and survival. mTOR is an important therapeutic target for various diseases, as it was shown to regulate longevity and maintain normal glucose homeostasis.[A242417] Targeting mTOR received more attention especially in cancer, as mTOR signalling pathways are constitutively activated in many types of human cancer.[A1320]

Sirolimus was first approved by the FDA in 1999 for the prophylaxis of organ rejection in patients aged 13 years and older receiving renal transplants.[A242372] In November 2000, the drug was recognized by the European Agency as an alternative to calcineurin antagonists for maintenance therapy with corticosteroids.[A242412] In May 2015, the FDA approved sirolimus for the treatment of patients with lymphangioleiomyomatosis.[L39292] In November 2021, albumin-bound sirolimus for intravenous injection was approved by the FDA for the treatment of adults with locally advanced unresectable or metastatic malignant perivascular epithelioid cell tumour (PEComa).[L39267] Sirolimus was also investigated in other cancers such as skin cancer, Kaposi’s Sarcoma, cutaneous T-cell lymphomas, and tuberous sclerosis.[A242372] The topical formulation of sirolimus, marketed as HYFTOR, was approved by the FDA in April 2022: this marks the first topical treatment approved in the US for facial angiofibroma associated with tuberous sclerosis complex.[L41494]",[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC,4.63,Nephrotoxic,Sirolimus,3,mg
